Date,Open,High,Low,Close,Volume,Dividends,Stock Splits,MA5,MA20,RSI,EMA12,EMA26,MACD,Volume_MA5,Daily_return,High_Low_pct
2024-03-07 00:00:00-05:00,131.79418082018677,133.92806672802465,130.6230370899261,133.3722686767578,37738200,0.0,0.0,,,,133.3722686767578,133.3722686767578,0.0,,,2.478048601024134
2024-03-08 00:00:00-05:00,133.20356361663008,137.05445713321666,132.99513174664168,134.39456176757812,39370400,0.0,0.0,,,,133.52954453688403,133.44799409089265,0.0815504459913825,,0.7664959897307755,3.0204536055522677
2024-03-11 00:00:00-04:00,135.10915896262767,138.05688799115902,135.10915896262767,136.63760375976562,32437800,0.0,0.0,,,,134.00770749425044,133.68426147377212,0.3234460204783147,,1.6689975864251139,2.157333667614662
2024-03-12 00:00:00-04:00,136.0024024134986,138.33478567710262,136.0024024134986,137.4613800048828,27563400,0.0,0.0,,,,134.53904172665543,133.9640480316322,0.5749936950232382,,0.6028913142867687,1.6967553093975674
2024-03-13 00:00:00-04:00,137.95763014261004,140.03195346478358,137.94771058521772,138.74169921875,23347200,0.0,0.0,136.1215026855469,,,135.1856044177469,134.31794811956684,0.8676562981800657,32091400.0,0.9314028520750472,1.5022469029153942
2024-03-14 00:00:00-04:00,140.13120561748423,142.51320173883516,139.40668419509728,142.02688598632812,42753400,0.0,0.0,137.85242614746093,,,136.23810927445172,134.88898055414174,1.3491287203099773,33094440.0,2.3678438321549367,2.1872742770949167
2024-03-15 00:00:00-04:00,141.43138537879798,142.10627875552206,138.97990682068314,140.12127685546875,49475400,0.0,0.0,138.99776916503907,,,136.83551967153124,135.27655805794373,1.5589616135875133,35115440.0,-1.341724221879237,2.2311900126800026
2024-03-18 00:00:00-04:00,147.49557408746915,151.00902096089294,146.06637022561426,146.57254028320312,69273700,0.0,0.0,140.98475646972656,,,138.33352284255767,136.113297482037,2.220225360520658,42482620.0,4.6040569801463205,3.372153287190515
2024-03-19 00:00:00-04:00,147.04892948770356,147.67419472468532,144.98452590354466,145.92739868164062,24070400,0.0,0.0,142.67796020507814,,,139.50181143318582,136.84026794126692,2.6615434919189056,41784020.0,-0.44015175033194076,1.8431554632235412
2024-03-20 00:00:00-04:00,146.89013190121898,147.7436832734465,145.6395862302464,147.6245880126953,21311500,0.0,0.0,144.45453796386718,,,140.75146936849498,137.63910646507642,3.112362903418557,41376880.0,1.1630367884219783,1.4253025674958282
2024-03-21 00:00:00-04:00,148.34910531390932,149.24235003352564,145.79837082481882,146.49313354492188,24755600,0.0,0.0,145.34778747558593,,,141.6348023187145,138.29496032284274,3.339841995871751,37777320.0,-0.7664403897785221,2.3509492393039233
2024-03-22 00:00:00-04:00,148.0017381108715,150.4432971327226,147.86278858243205,149.63937377929688,29211800,0.0,0.0,147.25140686035155,,,142.86627485111177,139.13528724554305,3.730987605568714,33724600.0,2.147704918476756,1.7244849969076577
2024-03-25 00:00:00-04:00,148.81559588391366,149.25229872799846,146.71149870171885,148.9446258544922,19229300,0.0,0.0,147.72582397460937,,,143.80140577470874,139.86190492028,3.9395008544287293,23715720.0,-0.46428149708068744,1.7058688836224172
2024-03-26 00:00:00-04:00,149.09349296069317,151.1181882221387,148.85528728225617,149.5401153564453,22149100,0.0,0.0,148.4483673095703,,82.437218050637,144.68428417189898,140.578809397033,4.105474774865968,23331460.0,0.3998059671752596,1.5132400657099057
2024-03-27 00:00:00-04:00,150.0462745317352,150.50283159628924,147.78337375554537,149.7386016845703,22879200,0.0,0.0,148.8711700439453,,82.57598950360813,145.46187148154073,141.2573125294432,4.204558952097528,23645000.0,0.13273115889465004,1.8161367944870395
2024-03-28 00:00:00-04:00,149.71878524234197,150.294422508123,149.04387667224117,149.7981719970703,24485400,0.0,0.0,149.532177734375,,81.88160968982186,146.12899463777603,141.88996878630448,4.239025851471553,23590960.0,0.03978286950045984,0.834820491605395
2024-04-01 00:00:00-04:00,149.5599671303415,154.57209984115423,149.48056523884867,154.323974609375,31730800,0.0,0.0,150.46909790039064,,83.44588784561314,147.38976078725278,142.81100625468008,4.578754532572702,24094760.0,3.0212669166571615,3.2992505637528162
2024-04-02 00:00:00-04:00,152.34887623400127,153.53987419197475,151.0089940660557,153.4009246826172,24586000,0.0,0.0,151.36035766601563,,80.02979366364322,148.31455523269346,143.5954446567495,4.719110575943972,25166100.0,-0.5981247755536656,1.6498467210386016
2024-04-03 00:00:00-04:00,152.44814641496717,153.9170435269461,151.58466032180885,153.75823974609375,24705000,0.0,0.0,152.2039825439453,,79.31023596532297,149.15204515783196,144.3482442929972,4.803800864834756,25677280.0,0.23292888502193243,1.516915912271614
2024-04-04 00:00:00-04:00,152.34891345621864,153.6093940490146,149.3217821795186,149.40118408203125,34724700,0.0,0.0,152.1364990234375,145.39592742919922,63.8155412189003,149.1903742230934,144.72253612922196,4.467838093871421,28046380.0,-2.833705478976256,2.869864717499038
2024-04-05 00:00:00-04:00,148.90492090258869,152.26949862092886,148.47815275024013,151.3563995361328,23459200,0.0,0.0,152.44814453125,146.29513397216797,71.00963703195167,149.52360888663793,145.21393341862276,4.309675468015172,27841140.0,1.3087014444463918,2.504912829789952
2024-04-08 00:00:00-04:00,151.63428239991117,154.1056150294735,151.4655590685636,153.6887664794922,20702000,0.0,0.0,152.32110290527345,147.25984420776368,65.73055120628023,150.16440236246166,145.841698830539,4.322703531922656,25635380.0,1.5409767611461733,1.717793708274825
2024-04-09 00:00:00-04:00,154.91947398862214,157.37095261531294,154.02622916635622,155.4256591796875,31079500,0.0,0.0,152.7260498046875,148.19924697875976,70.02933234486292,150.9738264881887,146.5516218193648,4.422204668823895,26934080.0,1.1301364048797113,2.1519763638833247
2024-04-10 00:00:00-04:00,155.03855275812737,155.43554701046497,153.52001263925416,154.9690704345703,22838600,0.0,0.0,152.9682159423828,149.07463150024415,66.34266188242388,151.58847940301663,147.17513653160225,4.413342871414386,26560800.0,-0.2937666454348564,1.2360752799505053
2024-04-11 00:00:00-04:00,155.73334692800734,158.48256399502026,155.28672447423406,158.214599609375,27166400,0.0,0.0,154.73089904785155,150.04827651977538,73.83928349760421,152.60788251168717,147.99287453736318,4.615007974323987,25049140.0,2.0943077000484367,2.0199397076354417
2024-04-12 00:00:00-04:00,156.7754663121818,159.01851314437133,155.96160821412113,156.54718017578125,25353700,0.0,0.0,155.76905517578126,150.77429122924804,64.94838348377144,153.21392830616318,148.62652680687563,4.587401499287552,25428040.0,-1.0538973253483186,1.9527052015997404
2024-04-15 00:00:00-04:00,157.66871946165114,158.0458747117583,153.43073568254982,153.69871520996094,27136500,0.0,0.0,155.771044921875,151.45316314697266,59.410592065917996,153.28851090674743,149.00224446636344,4.286266440383997,26714940.0,-1.8195568662571104,3.0027180272157405
2024-04-16 00:00:00-04:00,153.03370976544159,154.4827525377274,152.27939942073715,153.24212646484375,20779500,0.0,0.0,155.33433837890624,151.7866424560547,57.36855116999648,153.28137483876225,149.3163097995842,3.9650650391780573,24654940.0,-0.2970673791862666,1.437824681645711
2024-04-17 00:00:00-04:00,154.45297673510063,155.9020346330925,153.42078251926884,154.30410766601562,21763100,0.0,0.0,155.20134582519532,152.20547790527343,58.7852792656193,153.43871835064738,149.68577630820872,3.7529420424386615,24439840.0,0.6930086560861692,1.6080272595167926
2024-04-18 00:00:00-04:00,154.17509879172633,155.76310641946125,153.4604968736819,154.84007263183594,19883000,0.0,0.0,154.5264404296875,152.56625213623047,59.52731621857588,153.6543113169841,150.0675760358848,3.586735281099294,22983160.0,0.3473432910680474,1.4870889083436911
2024-04-19 00:00:00-04:00,155.028625585324,155.18742935171366,151.15787843183034,152.9344482421875,32615600,0.0,0.0,153.80389404296875,152.88831787109376,47.08573191447418,153.54356315163076,150.2799369400554,3.263626211575371,24435540.0,-1.2307049184738128,2.634822282486749
2024-04-22 00:00:00-04:00,153.15281939939192,156.45784938513543,152.90469416152254,155.10804748535156,26446200,0.0,0.0,154.08576049804688,153.1617515563965,53.40191615105896,153.78425304912628,150.63757475822547,3.146678290900809,24297480.0,1.4212620296782053,2.290761363589759
2024-04-23 00:00:00-04:00,155.78295727916927,157.7778787559541,155.10804875158632,157.0731964111328,21151600,0.0,0.0,154.8519744873047,153.56818008422852,56.20814661180802,154.29024433558882,151.11428747325564,3.17595686233318,24371900.0,1.2669548470506165,1.6997362155791422
2024-04-24 00:00:00-04:00,156.30897512463662,158.37337885267914,155.991367561386,157.93667602539062,22779100,0.0,0.0,155.5784881591797,153.98800811767578,68.39160048239229,154.85123382632756,151.6196495882286,3.2315842380989466,24575100.0,0.5497307204455737,1.5082065491299792
2024-04-25 00:00:00-04:00,150.19516181159548,155.3164700492321,149.73860473773226,154.83013916015625,57109700,0.0,0.0,155.57650146484374,154.2425849914551,57.13112397076319,154.84798849307043,151.85746363059363,2.9905248624768035,32020440.0,-1.9669508966587035,3.6025707538311336
2024-04-26 00:00:00-04:00,173.06238823512538,173.399850072579,168.37778247380382,170.66053771972656,64665300,0.0,0.0,159.12171936035156,155.28570327758788,72.41727916724108,157.28068837409447,153.25028393349237,4.030404440602098,38430380.0,10.224365001180647,2.9427234121474832
2024-04-29 00:00:00-04:00,167.79220353593925,168.27853443993808,163.97108407090454,164.90402221679688,45610000,0.0,0.0,161.08091430664064,155.814705657959,61.31776183167386,158.45350896527947,154.11352380632974,4.33998515894973,42263140.0,-3.3730794358468152,2.6120953941139198
2024-04-30 00:00:00-04:00,164.3680750249459,166.83940772348186,161.38065276118826,161.55929565429688,33562900,0.0,0.0,161.97813415527344,156.22262420654297,57.36140971890094,158.93132230205137,154.66506246173472,4.26625984031665,44745400.0,-2.028286828627346,3.3787934889083644
2024-05-01 00:00:00-04:00,163.06789787937092,165.86674249047698,161.86696514908917,162.63119506835938,33493200,0.0,0.0,162.9170379638672,156.66627197265626,55.18521570580459,159.500533496868,155.25514635852173,4.245387138346274,46888220.0,0.6634712101964979,2.4594158209970547
2024-05-02 00:00:00-04:00,163.55422015396346,165.4796743643417,162.6609753825577,165.37049865722656,24294500,0.0,0.0,165.02510986328124,157.46473770141603,60.10452529377206,160.40360506000007,156.00443171398135,4.399173346018728,40325180.0,1.6843654058594115,1.704475105699768
2024-05-03 00:00:00-04:00,166.303447513815,166.70045695836217,161.82727393012354,165.98585510253906,34662400,0.0,0.0,164.09017333984374,158.19621047973632,64.8298248819139,161.26241275885224,156.74379640943005,4.518616349422189,34324600.0,0.372107752174089,2.935902595572485
